Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.27,10.44,0.0,8.06,9.05,10.47,0.0,3.26,9.13,0.0,2.94,10.12,0.0
Feb,5.9,12.93,0.98,0.0,6.53,9.44,0.0,11.28,0.0,0.36,8.52,5.18,7.6
Mar,12.81,15.18,0.0,9.9,14.92,10.13,14.2,8.95,1.7,0.0,18.5,0.0,22.9
Apr,40.62,24.11,23.16,36.33,31.42,11.24,31.54,10.04,58.42,32.07,9.57,65.05,112.0
May,93.31,92.72,89.49,102.78,97.77,92.27,113.67,90.3,77.63,107.62,33.72,85.76,153.6
Jun,189.49,228.47,63.85,189.84,231.35,93.6,162.62,144.96,96.45,157.02,144.42,103.75,85.3
Jul,317.42,335.89,0.0,332.21,360.54,0.0,294.03,357.11,329.3,283.4,412.54,333.41,230.2
Aug,284.9,295.45,308.07,302.3,241.8,358.52,165.58,498.42,376.58,224.9,614.29,402.6,148.9
Sep,242.76,237.85,173.99,228.52,242.41,176.11,204.8,284.09,188.38,203.03,277.94,190.83,133.4
Oct,59.81,99.87,87.21,57.48,98.86,92.77,20.93,104.02,86.34,22.73,102.97,84.45,51.2
Nov,3.04,9.03,0.73,2.87,9.03,15.28,0.16,4.44,3.61,0.51,6.3,2.29,0.0
Dec,0.69,2.45,0.0,1.29,3.25,0.0,0.04,0.0,0.0,1.57,1.01,10.29,12.3
