Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.89,0.0,0.27,0.0,0.0,0.53,0.0,7.07,0.0
Feb,0.2,0.41,12.4,0.0,0.0,0.0,0.0,0.0,2.97,0.0
Mar,1.0,0.0,0.0,0.62,0.56,0.0,1.02,0.57,0.0,0.0
Apr,0.85,2.55,0.0,14.31,4.74,15.53,9.35,5.08,3.33,0.0
May,0.0,0.0,20.92,1.4,0.0,0.0,0.54,0.0,9.05,0.0
Jun,5.24,0.0,56.91,4.8,26.47,22.5,8.65,29.32,39.33,13.1
Jul,236.88,257.59,86.74,205.9,246.87,250.44,256.67,266.06,258.92,128.1
Aug,147.0,166.9,53.41,105.44,111.75,140.66,78.41,0.0,152.44,128.4
Sep,56.99,108.07,21.68,61.2,62.77,103.48,66.29,22.5,105.36,16.3
Oct,0.01,5.1,0.0,0.1,0.0,8.68,0.08,0.0,4.83,0.0
Nov,8.62,16.72,0.0,0.1,0.0,0.0,4.34,0.0,5.69,0.0
Dec,0.09,0.37,0.0,0.1,0.46,3.66,0.0,0.67,0.0,0.0
