Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.34,3.87,0.0,0.34,3.5,0.0,0.51,1.48,0.0,0.49,1.44,0.0,0.0
Feb,0.33,4.49,0.0,0.13,4.02,0.0,0.95,0.83,8.01,0.67,0.83,2.45,1.6
Mar,4.97,14.24,2.65,4.7,11.7,17.09,3.01,9.89,0.0,2.97,5.4,1.0,16.1
Apr,64.83,70.04,25.25,63.97,71.85,30.88,104.51,82.41,51.54,104.08,76.29,58.08,47.5
May,136.46,144.5,174.43,133.9,122.63,174.29,62.7,126.79,175.36,28.76,87.51,204.15,170.4
Jun,47.26,221.9,8.35,38.77,217.18,32.06,45.53,52.31,36.7,39.5,45.35,41.12,36.3
Jul,51.04,219.66,172.53,68.13,169.99,0.0,66.25,43.72,26.29,51.55,42.16,36.13,28.3
Aug,192.69,204.95,114.44,179.54,208.69,125.34,60.78,47.88,74.84,67.57,77.94,84.03,66.4
Sep,97.34,106.59,179.78,97.65,108.5,166.71,0.0,0.0,98.14,72.28,0.0,125.98,97.8
Oct,205.6,190.87,150.8,173.33,193.47,150.3,108.46,159.04,147.91,109.49,61.11,148.74,87.3
Nov,100.66,101.13,23.43,102.13,102.0,37.4,29.67,107.12,64.64,13.14,93.33,74.16,21.1
Dec,9.27,27.98,0.0,10.63,27.65,16.38,11.71,14.5,11.51,11.61,15.29,12.11,4.5
