Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.31,20.05,0.97,0.0,18.32,16.88,13.96,24.38,5.51,14.7,49.29,17.28,0.0
Feb,20.22,23.9,1.42,11.77,23.32,0.0,0.1,11.44,13.6,0.1,25.29,14.03,13.4
Mar,16.62,17.55,0.0,21.39,19.15,0.78,32.58,24.11,22.46,37.37,28.8,19.45,0.0
Apr,4.91,8.76,0.0,0.0,12.72,15.62,1.23,14.64,24.23,0.0,0.0,14.62,0.0
May,8.93,13.4,2.22,1.88,5.83,0.0,0.42,0.39,1.42,0.45,0.32,3.05,0.0
Jun,115.53,132.43,75.3,90.53,121.21,78.09,39.9,102.68,95.4,42.88,68.16,93.73,108.7
Jul,331.42,332.15,0.0,332.76,337.54,0.0,352.3,387.14,0.0,352.33,336.58,0.0,339.8
Aug,333.15,350.79,0.0,358.02,342.33,0.0,322.89,341.64,0.0,346.5,365.98,0.0,292.0
Sep,172.57,184.85,115.12,181.87,186.41,126.49,207.78,254.89,136.1,210.46,288.58,129.54,178.8
Oct,25.52,39.81,6.13,28.36,45.68,8.74,30.18,13.23,41.78,30.49,0.0,35.65,0.9
Nov,0.54,6.89,0.0,0.0,5.13,1.3,0.0,4.54,7.53,0.06,6.91,5.07,0.0
Dec,0.89,6.37,0.0,0.0,5.89,0.0,0.51,11.29,12.83,0.09,0.52,9.82,13.2
