Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,35.86,39.17,12.48,118.07,0.0,22.25,40.16,0.0,17.05,0.0
Feb,22.83,38.2,7.93,42.97,67.47,20.82,68.78,67.37,33.44,60.4
Mar,28.48,21.78,32.97,32.9,0.0,27.15,39.15,0.0,66.68,10.6
Apr,22.36,31.46,33.23,29.82,68.1,12.05,55.34,75.42,50.78,51.8
May,22.88,29.37,9.39,85.6,37.31,19.95,17.61,14.03,38.47,20.8
Jun,55.67,61.17,47.36,19.94,98.32,12.28,118.14,94.53,60.33,146.6
Jul,121.63,132.12,78.74,373.4,220.95,89.45,377.39,211.37,121.54,141.4
Aug,92.1,103.1,92.78,240.07,181.88,141.05,262.24,305.68,146.86,137.2
Sep,57.34,71.73,43.65,83.38,157.82,70.92,82.79,156.2,105.03,68.2
Oct,32.62,23.61,0.0,0.0,25.73,0.0,0.0,30.72,10.96,3.4
Nov,4.18,10.58,0.5,41.68,42.39,0.0,40.1,42.36,20.84,53.4
Dec,16.13,24.95,21.14,31.45,29.97,0.0,20.16,28.96,10.73,18.2
