Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.37,14.28,0.0,4.52,5.68,12.26,2.62,4.46,12.07,0.0
Feb,2.05,4.57,21.08,2.1,10.02,0.0,11.64,15.24,8.62,7.6
Mar,2.12,5.04,1.3,1.5,6.03,14.9,3.3,9.26,11.41,22.9
Apr,33.71,41.93,9.43,55.98,66.85,47.73,65.1,76.0,32.87,112.0
May,89.94,97.23,45.08,81.2,120.6,93.74,66.87,119.7,108.73,153.6
Jun,114.23,114.72,102.4,145.12,119.16,121.27,77.58,117.78,135.98,85.3
Jul,167.43,210.82,100.46,274.64,338.68,235.68,312.31,354.94,244.48,230.2
Aug,99.15,185.17,94.0,357.81,300.47,219.29,204.1,328.06,230.31,148.9
Sep,195.72,141.47,75.36,193.06,218.39,168.93,200.01,190.96,172.89,133.4
Oct,72.41,96.8,19.48,27.06,41.72,91.18,84.7,84.61,103.06,51.2
Nov,1.36,8.46,0.0,3.12,12.69,12.38,6.51,12.86,3.38,0.0
Dec,1.35,3.37,0.0,0.1,0.81,4.37,0.14,0.75,0.0,12.3
