Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.03,2.01,4.33,0.0,1.66,2.41,0.45,0.0,3.82,0.0
Feb,0.0,8.74,0.0,0.0,0.0,1.43,0.1,0.0,8.82,0.0
Mar,0.86,7.63,2.58,0.1,7.52,5.46,0.0,0.0,7.84,0.0
Apr,34.56,35.37,14.86,16.7,53.59,25.78,20.6,87.39,32.0,45.1
May,90.27,75.25,33.21,76.52,467.15,134.74,68.56,489.31,129.46,55.8
Jun,184.81,191.32,46.39,205.46,227.65,173.24,199.58,228.09,177.31,164.5
Jul,227.18,266.8,44.92,191.91,286.82,240.67,233.93,64.27,248.97,380.4
Aug,206.76,245.75,49.08,235.6,273.53,201.53,205.41,333.94,201.34,270.1
Sep,190.67,209.11,76.44,217.24,211.94,187.07,169.04,275.41,191.17,106.5
Oct,195.31,183.26,61.38,95.51,80.3,148.41,93.12,2.36,157.26,26.7
Nov,47.85,92.66,36.76,0.0,125.5,128.43,39.89,117.88,135.4,9.1
Dec,0.19,8.05,17.09,122.72,92.22,24.06,23.62,108.99,22.96,78.2
