Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.91,15.56,4.05,15.13,15.72,8.65,6.6,19.67,13.13,20.52,20.79,8.36,4.2
Feb,4.64,8.62,0.16,5.58,7.01,0.0,3.46,4.76,5.59,3.43,11.52,19.67,0.0
Mar,1.92,6.87,0.33,1.93,6.28,0.0,0.0,0.0,2.8,0.0,0.0,11.83,0.0
Apr,1.2,3.35,0.0,2.19,5.07,7.16,15.29,10.73,4.8,17.81,13.31,10.63,2.4
May,15.46,8.13,0.0,12.3,8.94,8.13,28.46,26.52,0.0,28.52,16.75,6.0,10.6
Jun,54.33,72.49,15.55,54.37,72.8,31.32,31.05,50.46,11.49,30.81,41.57,30.78,22.3
Jul,208.59,256.93,133.88,245.51,250.45,143.0,113.86,192.96,136.99,115.46,103.38,138.56,154.7
Aug,216.22,220.5,106.39,217.63,230.52,122.22,81.99,97.36,96.08,81.63,112.7,97.24,159.0
Sep,77.98,126.77,23.61,77.0,122.77,46.23,10.2,40.26,54.15,9.91,52.04,47.41,82.1
Oct,4.57,22.78,0.0,6.31,20.62,19.19,48.45,37.0,4.1,50.69,37.39,11.87,0.0
Nov,0.23,5.84,0.0,0.36,6.08,8.2,0.29,3.78,5.56,0.25,3.48,5.5,0.0
Dec,4.01,6.9,0.0,4.09,6.77,0.0,0.79,8.96,3.11,1.22,8.32,0.0,0.0
