Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.12,2.8,0.96,0.34,2.97,0.0,2.58,3.62,0.0,2.48,3.37,3.33,0.0
Feb,0.1,1.4,0.92,0.1,0.72,13.26,0.31,1.04,0.0,0.31,0.93,6.8,0.0
Mar,0.17,3.62,1.09,0.1,4.13,15.14,7.87,4.58,11.32,0.93,4.84,0.0,0.0
Apr,0.1,2.1,0.58,0.19,2.1,0.0,4.24,3.13,12.2,5.14,2.91,4.79,3.1
May,5.6,7.1,0.0,6.86,8.95,0.0,0.0,18.74,0.0,0.0,11.28,3.56,0.0
Jun,42.35,58.47,40.59,42.18,56.82,56.24,8.44,42.48,38.81,8.54,45.6,44.15,97.9
Jul,253.84,218.75,1188.38,287.68,215.07,1094.45,295.67,458.67,0.0,294.62,347.87,0.0,178.5
Aug,158.95,192.51,64.37,156.63,186.6,88.87,324.22,345.23,167.42,324.89,360.38,194.13,113.8
Sep,75.2,115.85,23.95,73.58,115.63,45.29,71.26,107.89,85.05,57.74,104.36,83.42,18.8
Oct,1.0,10.41,0.0,1.51,11.01,0.0,3.11,32.36,13.42,3.87,31.87,0.0,0.0
Nov,0.25,5.95,0.0,0.27,8.1,4.24,0.08,35.75,10.89,0.04,21.0,20.43,0.0
Dec,0.1,2.63,3.22,0.16,2.73,0.0,8.61,6.25,11.56,6.44,5.95,0.0,0.0
