Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.53,3.82,3.49,1.53,4.18,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0
Feb,1.67,4.3,0.0,1.08,4.35,13.56,2.06,6.34,1.18,1.56,4.81,0.13,0.0
Mar,2.32,4.44,1.99,2.28,5.14,13.91,11.97,1.91,2.41,11.99,6.46,0.0,0.0
Apr,0.83,6.21,0.52,0.98,5.87,7.64,0.0,7.07,0.0,0.0,4.6,5.01,0.0
May,4.34,12.71,17.16,15.05,15.72,3.38,13.05,12.4,11.92,12.12,13.24,3.95,1.6
Jun,36.05,43.75,20.55,37.68,50.98,57.44,19.21,129.87,43.52,17.45,169.53,43.18,102.9
Jul,103.94,140.74,110.34,113.01,144.7,112.14,148.41,115.96,128.34,147.84,104.64,130.47,81.0
Aug,132.81,120.19,41.97,129.8,140.66,54.27,162.79,209.1,62.76,168.34,241.6,96.41,45.9
Sep,54.46,59.95,17.11,57.93,60.75,27.14,34.82,61.56,30.64,35.77,51.34,36.51,57.3
Oct,2.53,8.55,0.0,2.23,7.74,0.0,17.51,6.93,6.8,18.23,156.05,3.16,0.0
Nov,0.1,4.35,0.46,0.33,4.56,0.0,0.1,0.0,0.0,2.25,0.0,0.0,0.0
Dec,0.53,2.43,0.52,0.44,3.94,11.19,0.1,0.0,0.0,0.03,0.0,9.37,0.0
