Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.32,1.32,0.0,25.43,0.0,15.66,11.47,0.0,10.24,0.0
Feb,0.19,1.96,12.72,0.1,0.0,0.0,2.46,0.0,9.35,3.0
Mar,1.29,1.92,22.79,4.83,0.0,5.46,4.94,4.08,0.0,19.5
Apr,38.55,19.49,17.73,8.62,26.91,13.0,23.35,30.28,24.22,15.7
May,98.79,52.74,35.1,46.76,75.11,35.59,41.55,81.84,65.8,63.8
Jun,62.11,80.76,1.39,49.6,104.07,66.96,61.13,174.58,85.07,74.9
Jul,79.71,83.42,34.73,124.28,99.25,70.56,35.83,0.0,69.54,20.1
Aug,237.88,93.59,28.13,104.37,58.72,88.43,92.71,134.86,92.06,35.8
Sep,77.22,131.81,47.36,234.37,186.56,117.95,240.14,200.03,125.38,104.6
Oct,55.63,85.54,28.25,0.0,115.54,74.53,81.26,134.78,85.31,48.4
Nov,11.5,50.64,30.52,26.06,50.12,62.31,30.39,52.94,75.75,4.7
Dec,1.26,21.81,17.93,3.05,30.25,13.4,3.21,31.29,24.31,0.3
