Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.56,6.33,0.99,2.56,9.27,6.5,0.0,0.0,7.64,0.0,0.0,0.0,0.0
Feb,13.04,12.1,0.0,0.0,13.76,2.56,9.05,5.46,0.0,5.8,5.21,2.11,18.2
Mar,3.25,24.51,0.0,0.0,28.66,58.45,61.95,237.52,32.69,63.75,310.73,63.08,30.9
Apr,154.59,141.54,244.28,181.77,141.55,252.13,128.46,422.42,397.11,130.78,347.55,376.75,220.6
May,334.3,329.78,0.0,321.06,267.74,0.0,492.17,214.81,270.15,481.45,208.03,277.46,315.7
Jun,402.42,463.89,0.0,438.89,456.39,0.0,457.25,308.45,0.0,471.07,291.62,0.0,287.1
Jul,440.88,425.16,0.0,427.85,285.8,0.0,195.36,315.16,242.58,207.15,330.37,246.07,309.2
Aug,410.81,396.03,0.0,407.08,326.59,0.0,505.03,421.78,0.0,503.78,420.35,0.0,211.0
Sep,300.18,305.38,27.64,299.36,392.67,186.15,197.31,345.82,0.0,197.31,310.3,0.0,206.3
Oct,102.76,145.27,136.42,103.77,177.76,139.93,7.95,160.54,149.23,0.36,541.31,136.13,16.6
Nov,3.36,20.37,0.0,2.24,11.77,0.0,0.0,0.52,0.0,0.0,0.41,6.57,0.0
Dec,0.6,4.99,0.23,0.69,2.57,0.0,9.76,5.07,0.0,8.22,5.38,0.0,17.0
