Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.51,15.11,3.12,3.9,11.85,13.49,5.31,8.87,8.75,16.3
Feb,4.89,8.91,18.46,0.21,3.73,11.98,0.0,2.94,14.26,10.7
Mar,4.5,1.36,16.85,9.02,9.51,15.92,3.67,9.58,14.23,1.0
Apr,0.52,2.29,14.88,16.36,6.65,0.0,0.0,3.32,8.4,21.5
May,2.88,6.46,0.0,0.84,5.4,0.0,3.19,6.14,12.52,21.5
Jun,21.69,28.66,6.35,100.38,65.91,4.82,103.58,66.0,40.36,65.8
Jul,85.15,109.36,42.88,101.39,109.43,75.67,88.77,108.21,86.14,122.5
Aug,92.22,108.13,41.3,82.49,87.31,68.28,87.62,119.7,78.99,80.7
Sep,138.35,118.08,28.69,36.0,82.95,72.37,36.87,116.51,70.21,210.8
Oct,11.29,8.56,0.0,0.1,8.28,0.04,1.01,20.28,2.07,9.0
Nov,0.62,4.43,0.05,0.2,1.31,0.0,1.36,1.26,0.0,0.7
Dec,6.92,5.93,10.98,11.7,2.51,0.0,9.0,6.69,13.52,52.7
