Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.92,0.99,0.1,1.23,4.01,0.0,1.09,0.89,0.0,2.41,0.0,0.0
Feb,0.1,0.66,0.0,0.1,0.41,0.0,0.3,2.18,9.67,0.25,2.31,0.0,0.0
Mar,0.1,2.44,0.0,0.1,1.41,2.56,0.1,0.87,0.0,0.14,0.89,0.0,0.0
Apr,0.1,1.08,0.7,0.11,4.37,10.12,4.01,5.87,0.0,1.04,9.03,4.87,0.0
May,0.1,3.78,0.86,0.1,2.2,16.88,0.1,1.77,10.43,0.12,0.97,0.61,0.0
Jun,78.9,89.98,60.76,85.4,99.78,72.26,0.0,61.07,59.93,0.0,59.17,64.1,14.4
Jul,149.53,177.65,424.12,149.05,173.41,387.5,0.0,0.0,307.92,145.49,0.0,329.05,96.4
Aug,129.44,155.19,99.67,140.21,152.72,105.15,110.05,237.22,112.83,109.6,95.08,119.51,122.3
Sep,67.5,102.49,10.55,65.98,102.14,26.56,40.0,56.31,29.02,44.64,0.0,48.18,4.3
Oct,4.91,19.07,0.0,4.13,29.32,10.12,22.72,33.01,4.73,22.78,37.54,13.72,0.4
Nov,0.34,8.12,0.0,0.31,8.46,0.0,0.1,6.95,11.35,0.1,4.36,0.0,0.0
Dec,0.06,0.57,0.0,0.1,0.61,12.61,0.1,0.2,0.0,0.0,0.08,0.0,0.0
