Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.94,2.38,19.05,4.03,1.3,6.82,0.25,3.57,6.48,4.4
Feb,37.93,36.1,23.76,16.66,29.49,25.59,9.27,36.07,13.93,22.5
Mar,83.87,60.84,29.53,122.35,57.59,30.41,39.35,61.28,54.76,40.5
Apr,315.22,228.1,111.7,181.0,112.46,231.58,171.28,103.66,250.43,200.3
May,713.97,502.91,149.79,451.27,448.27,442.34,476.86,514.48,453.17,679.3
Jun,449.3,281.32,160.63,431.39,291.31,378.25,300.82,275.47,389.81,495.5
Jul,469.26,398.54,106.48,452.42,377.46,268.43,336.24,405.7,271.01,212.2
Aug,384.57,515.74,119.14,346.53,454.28,324.33,453.04,544.99,335.21,221.5
Sep,306.0,315.15,80.65,344.23,273.59,236.71,320.25,344.95,242.4,225.6
Oct,150.72,147.46,40.6,40.56,113.6,125.4,93.2,85.76,130.5,124.5
Nov,19.62,23.46,24.54,3.9,20.12,23.32,10.41,23.71,29.68,26.9
Dec,0.0,22.7,0.0,49.55,26.77,17.8,18.18,16.61,20.83,25.3
