Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.29,17.06,0.0,0.0,7.7,0.0,24.61,17.82,9.82,0.0
Feb,10.55,11.48,11.42,0.0,10.88,22.34,1.78,0.0,8.21,0.0
Mar,2.01,0.3,0.0,0.0,3.46,18.13,0.0,2.56,5.52,0.0
Apr,6.11,9.86,10.05,10.38,16.96,0.0,15.29,18.97,1.82,24.1
May,27.11,46.77,7.24,22.24,114.92,45.77,61.23,132.65,75.18,37.3
Jun,63.79,81.18,73.45,27.5,78.78,50.01,36.33,83.75,73.07,54.0
Jul,193.88,179.88,126.66,196.67,222.56,211.27,229.26,188.29,224.98,188.2
Aug,230.25,245.92,86.66,234.85,224.67,196.26,221.98,229.04,206.42,237.1
Sep,158.76,150.98,81.88,80.8,156.48,132.41,108.16,152.86,135.62,57.3
Oct,46.81,64.49,34.8,12.13,25.23,51.46,10.72,14.01,49.2,8.6
Nov,1.42,7.63,12.12,0.04,1.14,0.0,0.01,0.0,0.66,0.0
Dec,0.16,2.06,0.0,1.3,0.74,15.86,1.1,1.34,0.0,0.0
