Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.1,17.74,5.4,13.84,6.82,18.82,11.46,21.37,4.02,0.0
Feb,8.97,8.12,13.29,0.0,8.7,7.63,1.12,1.26,7.56,0.0
Mar,4.54,0.0,9.11,4.11,7.18,13.88,0.0,7.07,3.12,2.1
Apr,10.89,12.59,23.68,36.01,36.88,0.0,39.15,38.49,9.84,11.9
May,36.52,53.57,34.07,50.74,78.41,42.63,45.36,117.55,52.13,22.3
Jun,77.85,83.39,68.18,91.26,118.01,96.93,98.92,130.08,97.04,97.0
Jul,291.88,199.93,119.95,129.92,254.33,238.28,205.62,250.85,260.32,246.8
Aug,314.79,229.02,111.96,426.71,259.02,232.37,262.78,253.79,245.45,195.9
Sep,89.27,134.88,81.39,66.8,151.85,126.22,77.55,125.86,127.85,96.5
Oct,36.99,71.07,22.31,0.0,47.47,42.35,11.76,37.14,44.73,1.8
Nov,11.43,6.69,14.47,0.0,0.0,18.71,0.51,0.0,12.93,0.0
Dec,0.12,2.01,0.0,0.02,0.0,0.0,0.02,0.0,3.1,0.0
