Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,19.83,24.78,4.41,29.37,27.54,10.51,30.26,42.59,25.09,6.6
Feb,12.56,15.84,0.0,9.31,12.75,10.41,6.59,12.66,9.43,24.8
Mar,22.84,3.2,0.0,6.59,13.53,7.03,0.0,13.0,22.4,1.8
Apr,6.45,5.11,0.0,4.83,8.82,3.35,0.0,8.35,3.15,9.9
May,5.33,8.17,9.49,2.7,6.45,0.0,9.04,7.37,16.61,7.2
Jun,44.3,47.3,12.05,61.17,74.45,11.46,63.78,74.68,49.23,40.5
Jul,163.05,187.31,82.78,124.74,159.96,121.31,163.28,152.22,134.81,162.6
Aug,210.47,207.66,86.54,233.09,193.12,173.6,226.7,238.63,173.46,188.1
Sep,135.57,196.66,52.8,190.24,141.81,113.38,205.72,155.7,121.57,135.7
Oct,11.65,15.36,2.23,11.24,6.65,13.52,0.0,3.07,0.0,4.7
Nov,1.78,4.89,0.0,0.0,0.59,2.04,0.0,0.94,0.2,2.6
Dec,11.52,14.45,11.06,74.81,14.61,8.6,16.15,40.41,12.08,4.3
