Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.1,21.18,25.63,0.1,38.4,15.54,0.0,31.75,17.32,21.9
Feb,1.37,8.63,0.0,0.0,1.57,1.3,0.81,2.91,0.68,0.0
Mar,8.54,13.16,25.82,0.32,2.52,17.09,0.0,0.0,10.8,3.9
Apr,0.0,14.42,19.56,10.5,19.26,28.68,8.54,43.02,15.27,16.0
May,108.73,41.91,4.69,99.3,93.87,59.45,99.57,111.61,57.98,39.5
Jun,22.65,31.92,0.0,24.7,33.9,36.62,36.47,42.28,33.81,36.0
Jul,12.53,44.16,24.57,36.0,43.5,15.16,29.87,25.94,45.34,44.7
Aug,149.86,94.85,26.16,111.39,108.92,92.23,103.43,86.38,100.53,31.9
Sep,110.56,93.06,27.31,73.27,91.61,84.08,89.3,102.19,92.57,38.4
Oct,126.74,151.74,64.65,113.58,155.33,138.15,122.65,203.15,143.14,127.9
Nov,170.63,189.44,46.14,183.91,216.42,207.24,196.35,220.17,213.3,311.7
Dec,136.8,127.08,53.03,19.1,120.87,130.6,124.07,112.56,128.54,31.9
