Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,41.28,87.08,7.5,14.02,0.0,43.11,21.68,0.0,39.8,8.4
Feb,83.95,109.51,0.0,86.35,91.98,80.21,69.07,91.11,80.22,71.2
Mar,53.03,128.77,11.02,64.1,125.26,84.51,61.89,114.5,80.44,84.9
Apr,159.09,131.29,0.08,202.88,167.27,77.76,176.1,185.84,86.28,229.8
May,109.89,132.19,0.0,73.88,89.05,88.26,105.05,101.01,88.4,125.5
Jun,85.11,111.9,10.71,37.46,103.5,58.3,111.96,100.33,69.55,104.2
Jul,126.93,215.55,47.96,124.3,111.26,65.18,155.08,135.59,71.69,90.2
Aug,213.13,180.25,45.65,89.96,96.99,62.26,102.98,100.11,66.25,58.0
Sep,38.46,115.78,1.88,79.4,119.66,46.68,105.94,105.89,64.73,23.8
Oct,34.64,79.0,0.0,44.41,72.12,6.71,41.88,88.57,37.97,29.6
Nov,38.03,40.04,0.0,72.4,55.83,27.4,51.36,57.64,19.35,89.1
Dec,0.64,46.59,0.68,0.0,31.64,0.0,25.17,23.24,22.45,23.3
