Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,37.58,32.75,44.66,36.49,31.59,8.1,0.0,3.87,55.41,0.0,0.0,63.06,7.2
Feb,36.83,36.99,26.9,34.19,33.96,29.29,55.48,33.85,31.44,75.26,0.0,38.09,63.6
Mar,25.42,38.79,22.12,24.86,38.92,24.54,28.38,0.0,33.27,26.38,0.0,45.76,17.9
Apr,20.15,26.3,17.0,19.81,20.51,23.46,0.0,30.68,16.23,0.0,0.0,19.28,25.9
May,18.96,21.84,0.0,17.21,21.69,17.7,24.32,18.98,20.95,24.89,35.71,14.35,12.5
Jun,54.6,85.0,98.28,75.25,82.42,93.47,99.65,100.66,125.83,102.31,122.04,126.1,63.4
Jul,198.92,217.97,258.16,194.04,219.56,255.07,319.57,245.07,277.34,328.37,258.74,271.74,261.4
Aug,304.56,251.79,438.58,293.4,190.91,421.78,315.41,335.21,0.0,316.88,429.96,0.0,683.7
Sep,113.89,120.61,34.13,107.45,116.85,50.43,150.34,127.81,56.09,144.28,105.5,72.17,175.5
Oct,5.17,11.94,0.79,4.19,6.2,19.33,3.08,3.71,7.64,4.02,0.0,25.33,13.3
Nov,2.41,7.54,0.98,2.59,7.07,0.04,4.39,0.46,0.0,2.26,0.78,0.0,8.0
Dec,39.6,16.46,74.33,42.91,23.65,20.03,23.05,0.0,0.0,25.32,0.0,1.06,12.8
