Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.23,1.01,14.67,3.62,1.79,4.15,3.64,2.14,0.0,0.0
Feb,0.75,1.69,18.14,0.0,0.01,0.0,0.56,0.0,0.0,0.0
Mar,0.06,1.86,9.02,0.64,1.59,0.0,2.36,1.91,7.98,0.0
Apr,0.17,2.27,0.0,42.59,11.12,0.0,0.15,11.03,0.0,0.3
May,0.0,0.79,0.0,0.0,0.0,6.7,6.35,0.0,14.73,0.0
Jun,11.59,0.0,0.0,43.7,28.2,4.72,9.94,18.0,25.35,27.5
Jul,32.85,70.74,35.57,119.1,107.0,95.7,119.99,133.49,124.7,46.5
Aug,34.84,80.05,21.66,52.41,95.58,81.25,96.09,81.71,82.77,45.5
Sep,10.57,25.04,29.67,45.83,49.64,44.56,51.43,52.97,46.16,3.8
Oct,0.92,5.06,0.0,1.33,7.22,16.16,9.13,12.08,12.19,0.0
Nov,0.09,5.92,0.0,0.0,0.0,11.29,0.73,10.87,0.0,0.0
Dec,0.22,4.71,12.99,0.14,29.38,17.38,0.0,34.6,2.59,0.0
