Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.17,3.5,0.0,5.81,0.0,0.0,0.0,0.0,9.1,0.0
Feb,0.1,1.26,2.44,0.26,0.04,14.5,0.47,0.0,0.0,0.0
Mar,0.37,2.31,0.0,1.56,0.0,0.0,10.73,0.0,12.34,0.0
Apr,0.33,1.55,21.69,5.7,2.8,0.0,6.36,2.77,13.53,0.2
May,0.0,6.23,0.0,1.86,2.74,3.39,2.48,2.78,3.07,0.0
Jun,75.9,26.33,36.09,69.96,72.39,21.31,81.18,68.33,50.5,101.5
Jul,355.76,237.29,116.57,341.44,301.45,217.69,386.36,345.27,243.42,274.0
Aug,345.95,233.38,76.66,314.8,302.68,271.52,315.83,344.68,288.0,176.3
Sep,108.79,117.01,60.66,229.64,137.18,72.17,166.8,137.85,101.24,155.1
Oct,3.62,15.98,12.25,13.82,41.46,23.37,27.62,54.45,13.6,0.0
Nov,1.1,18.39,0.0,5.7,16.64,9.51,9.16,22.17,7.07,0.0
Dec,1.96,5.14,0.0,0.0,4.39,0.0,0.0,6.63,0.0,0.0
