Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.15,2.5,0.0,0.17,2.62,10.31,1.58,1.59,7.42,1.9,1.69,0.0,0.0
Feb,5.0,9.39,0.94,5.5,8.87,0.0,0.0,25.8,6.93,0.0,25.88,6.08,0.0
Mar,0.31,8.41,0.0,0.85,7.75,14.68,0.0,12.57,10.0,0.0,0.0,16.35,0.0
Apr,15.63,22.66,1.03,15.66,23.6,11.48,33.34,34.83,36.07,32.84,78.59,37.31,45.1
May,28.33,40.68,5.16,26.13,44.11,33.79,130.24,335.38,106.13,129.5,323.46,120.03,55.8
Jun,103.15,129.72,170.5,105.13,136.79,160.91,214.65,264.21,187.72,216.14,411.55,183.86,164.5
Jul,204.68,208.01,211.16,203.66,207.62,211.39,255.29,258.24,231.69,257.98,356.18,218.13,380.4
Aug,166.39,177.98,160.64,165.4,181.01,162.11,150.41,206.57,176.35,150.43,80.56,185.89,270.1
Sep,193.43,189.76,136.0,181.28,184.81,137.87,226.84,234.39,166.64,222.24,218.74,176.34,106.5
Oct,206.79,166.69,94.47,193.65,148.54,101.04,144.57,246.53,126.89,140.6,251.97,153.51,26.7
Nov,59.31,72.13,2.02,59.08,72.7,27.53,48.61,113.89,75.42,49.03,74.92,82.68,9.1
Dec,2.94,12.73,0.8,2.98,11.78,10.88,4.44,5.48,31.14,4.71,60.04,29.53,78.2
