Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.28,5.79,0.52,3.36,5.45,0.0,0.0,20.38,10.31,0.0,19.62,23.99,0.0
Feb,1.29,3.2,0.0,1.26,2.87,4.72,9.99,7.44,14.28,6.23,2.97,15.28,0.0
Mar,2.02,4.55,0.69,2.1,4.54,3.99,0.65,10.14,0.0,6.55,16.98,12.37,3.7
Apr,0.7,3.67,0.43,0.85,3.71,13.59,3.2,7.66,0.0,3.11,9.56,1.63,3.8
May,4.04,7.66,6.6,4.67,7.33,10.05,0.36,23.2,0.0,0.56,31.39,8.8,0.0
Jun,98.83,101.06,86.33,97.41,102.54,88.92,109.12,101.49,85.7,108.58,99.46,85.06,141.6
Jul,311.25,319.4,0.0,273.75,291.25,0.0,434.36,391.62,0.0,434.23,607.92,0.0,309.5
Aug,269.21,280.11,137.47,257.86,269.52,142.93,123.89,432.04,0.0,187.18,600.79,0.0,174.8
Sep,179.4,178.83,95.55,170.47,171.94,95.05,33.83,52.74,92.89,49.98,5.63,97.82,175.6
Oct,13.73,19.33,0.57,10.55,19.21,7.46,32.32,41.04,10.08,32.38,16.53,33.19,0.0
Nov,0.65,22.56,0.06,1.16,21.98,11.63,0.02,0.0,0.0,0.02,0.0,0.0,0.0
Dec,1.64,6.84,0.01,1.39,6.54,11.13,2.4,3.68,5.95,2.66,3.02,2.63,0.0
