Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,19.28,13.53,0.0,19.15,13.32,7.6,8.43,5.35,5.41,8.41,0.0,0.0,0.0
Feb,30.43,29.85,0.0,30.33,27.98,0.0,44.0,44.01,13.4,43.98,58.35,17.04,5.9
Mar,10.11,22.73,0.0,10.58,27.47,0.0,75.05,0.0,15.77,74.52,0.0,27.91,0.9
Apr,18.09,18.86,0.0,19.65,18.56,0.0,0.0,18.81,0.0,0.0,0.0,5.87,24.6
May,18.11,21.72,4.05,21.15,24.27,21.71,50.95,110.73,23.2,49.99,84.29,34.95,81.0
Jun,143.1,185.25,116.71,149.5,183.13,129.41,152.84,176.47,148.95,148.19,169.69,151.03,118.6
Jul,400.97,382.31,0.0,401.65,385.07,0.0,454.01,412.79,0.0,452.77,463.66,0.0,394.6
Aug,427.85,406.93,0.0,396.71,407.18,0.0,198.94,320.42,233.71,225.09,328.86,233.31,193.4
Sep,185.43,202.78,146.43,186.62,194.21,151.66,236.88,210.18,163.64,230.89,129.54,178.02,124.1
Oct,47.95,63.85,34.95,46.03,64.53,35.82,49.76,122.26,83.36,50.4,111.23,89.54,10.7
Nov,2.92,7.05,1.54,3.15,8.55,0.33,19.96,21.25,15.32,20.36,45.44,21.3,0.0
Dec,0.14,3.5,0.0,0.12,3.51,12.58,0.0,1.47,0.0,0.0,0.0,6.23,16.3
