Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.25,8.44,17.17,0.0,0.0,6.28,1.4,0.0,0.0,0.0
Feb,17.24,16.14,10.77,26.56,14.77,0.31,23.45,29.94,7.59,18.0
Mar,16.27,37.3,38.15,26.76,25.18,31.99,10.23,29.87,13.05,16.0
Apr,107.16,121.79,52.16,16.1,67.9,60.41,38.31,103.05,47.9,170.3
May,203.83,250.39,120.33,23.02,106.46,97.99,100.44,175.01,102.12,94.0
Jun,191.88,132.95,176.35,10000.0,166.71,216.42,10000.0,204.84,225.26,
Jul,396.0,302.23,191.13,273.33,186.0,227.16,220.5,317.19,235.83,200.0
Aug,227.36,248.45,145.33,276.77,177.8,172.09,210.08,269.33,179.11,190.6
Sep,263.19,206.28,94.65,84.97,178.63,145.6,157.66,1518.35,152.55,113.0
Oct,107.67,130.54,41.16,94.83,0.0,50.93,38.1,0.0,49.64,4.5
Nov,9.56,19.4,5.96,0.12,2.41,0.0,1.74,2.43,0.41,47.5
Dec,0.64,4.63,6.5,0.5,0.0,0.0,0.61,0.0,0.52,17.0
