Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.55,22.16,12.51,14.31,18.97,7.0,11.65,14.33,23.81,11.88,0.95,23.03,0.0
Feb,11.29,17.14,0.6,10.52,18.45,16.09,0.0,7.64,7.89,0.0,0.0,2.37,0.0
Mar,5.65,13.17,0.0,5.2,11.96,0.0,10.63,30.13,12.92,28.63,28.08,16.85,0.0
Apr,3.25,5.08,0.0,1.18,4.73,11.88,0.0,4.16,4.7,0.0,0.09,10.79,9.0
May,2.19,9.0,0.0,2.77,8.95,0.0,2.92,19.57,0.0,3.29,16.52,15.57,0.0
Jun,81.21,106.69,47.11,81.6,106.93,59.61,6.4,70.97,44.59,7.04,80.7,53.39,1.0
Jul,272.21,293.3,0.0,291.77,266.96,0.0,157.68,191.51,213.53,175.15,368.6,216.13,443.0
Aug,245.63,265.83,0.0,241.89,265.86,0.0,216.84,185.39,140.37,216.96,187.15,159.49,449.0
Sep,150.58,175.17,40.59,150.73,176.21,41.68,96.53,160.8,95.3,97.69,188.98,107.14,369.0
Oct,21.56,29.95,1.44,20.48,34.31,6.92,0.37,111.5,43.67,0.0,90.79,56.5,0.0
Nov,0.1,10.14,0.94,0.39,10.94,13.39,1.83,3.32,0.75,2.01,3.73,5.31,0.0
Dec,0.1,4.38,0.43,0.14,3.86,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0
