Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.69,21.3,10.83,48.23,0.0,0.0,8.27,0.0,7.17,0.0
Feb,21.08,18.18,0.0,1.8,12.11,0.0,2.81,17.25,14.51,13.3
Mar,5.09,17.59,1.23,0.0,2.4,2.15,1.45,9.26,0.0,0.4
Apr,6.28,10.04,0.0,0.1,6.77,1.14,0.4,6.91,7.06,2.7
May,4.63,9.63,7.1,28.23,13.28,0.0,4.3,13.48,2.12,1.3
Jun,192.83,194.38,76.15,118.47,164.89,94.43,137.23,165.62,119.13,148.4
Jul,385.48,484.56,109.76,472.79,446.42,422.45,389.67,400.03,431.86,515.9
Aug,430.46,504.64,113.52,137.13,318.75,322.58,386.34,341.05,324.03,302.9
Sep,47.52,313.71,65.8,199.8,185.01,157.58,171.63,261.12,167.78,72.0
Oct,25.26,51.18,18.45,33.63,37.64,24.46,30.73,44.64,36.28,1.8
Nov,5.43,15.06,20.23,11.39,0.0,21.82,0.22,0.0,5.55,0.0
Dec,1.4,11.0,4.9,0.15,3.12,6.97,1.55,16.9,0.12,15.0
