Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,12.1,16.36,15.28,20.33,3.19,0.0,1.15,16.95,12.1
Feb,11.8,14.85,0.0,3.97,10.43,6.94,17.75,10.29,15.4,24.5
Mar,0.84,5.86,2.48,37.21,5.11,20.12,27.68,11.65,18.84,8.6
Apr,6.3,8.2,20.35,6.58,11.87,15.88,32.25,11.89,15.4,10.9
May,10.73,15.67,0.0,58.49,22.09,0.0,29.13,12.01,16.59,9.7
Jun,40.14,53.34,21.89,122.3,113.21,6.13,119.41,104.3,53.16,310.0
Jul,67.11,147.15,65.34,249.53,223.13,77.35,269.1,241.51,138.2,268.3
Aug,156.78,99.26,92.48,121.2,150.57,96.27,117.13,157.86,113.87,154.8
Sep,24.87,42.46,40.15,83.37,105.05,71.92,66.36,105.26,82.29,372.6
Oct,2.52,7.26,0.0,24.5,14.13,6.42,15.35,27.44,17.82,7.4
Nov,0.12,4.04,19.05,0.0,5.76,0.0,6.3,17.12,8.69,8.3
Dec,9.5,10.19,0.0,20.64,23.05,0.0,40.76,32.39,0.0,0.0
