Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,14.2,14.65,9.88,5.0,15.95,10.7,7.92,8.52,0.0
Feb,7.24,17.51,0.0,0.0,7.97,0.0,0.67,7.23,13.95,4.5
Mar,2.43,7.58,0.0,0.0,3.81,0.0,4.21,2.54,0.0,3.1
Apr,3.67,4.57,0.0,41.6,9.36,10.91,0.89,8.74,0.0,20.3
May,6.84,9.76,1.76,18.1,34.24,3.39,30.18,33.61,21.28,14.2
Jun,40.68,53.14,41.19,40.7,65.24,3.72,0.0,57.39,57.21,24.3
Jul,200.35,167.7,134.5,169.0,174.0,135.56,179.92,174.82,151.13,191.7
Aug,317.39,294.24,122.76,130.98,134.71,142.74,125.03,144.96,139.07,146.9
Sep,267.84,204.2,72.03,185.4,127.18,116.7,121.98,138.19,115.58,66.0
Oct,53.79,56.16,2.64,2.9,50.11,32.19,58.05,53.67,38.05,0.0
Nov,0.07,8.0,0.0,47.62,8.86,20.66,30.08,8.74,16.67,0.0
Dec,5.63,4.19,14.45,0.15,2.07,14.34,0.08,5.42,0.95,0.0
