Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.72,12.48,0.0,2.48,12.86,3.11,0.57,14.26,20.77,1.0,0.0,12.4,0.0
Feb,50.87,38.63,0.0,46.82,33.57,23.67,41.02,31.27,0.0,39.43,26.65,0.0,0.3
Mar,32.71,30.99,24.87,28.8,24.46,22.97,75.43,27.79,27.66,47.96,18.85,12.75,1.3
Apr,45.79,48.39,5.82,46.95,53.71,27.23,54.96,52.8,24.44,54.05,53.21,48.42,196.5
May,68.1,88.38,95.98,73.91,99.18,97.44,66.88,111.41,110.69,70.9,101.23,108.57,140.9
Jun,213.87,224.93,140.34,217.5,224.84,149.22,207.97,177.1,169.34,204.69,188.6,171.8,219.6
Jul,259.12,290.51,347.0,292.79,314.85,342.77,481.01,410.22,0.0,470.9,312.79,0.0,321.9
Aug,314.32,327.47,0.0,329.84,272.36,0.0,303.43,432.44,269.72,319.81,431.08,245.32,404.9
Sep,231.67,244.8,162.47,235.85,254.13,162.07,264.31,230.08,166.28,267.67,217.72,167.37,333.7
Oct,162.06,115.6,150.37,160.0,120.04,144.22,62.27,190.14,122.61,62.7,196.53,127.51,185.5
Nov,8.52,15.2,9.18,10.53,11.9,11.94,0.0,11.77,28.51,0.0,0.0,21.92,0.0
Dec,0.42,3.25,1.5,0.31,3.26,14.31,4.78,10.08,17.74,8.77,41.6,15.09,39.1
