Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,52.16,46.3,134.08,52.55,46.33,106.85,42.64,12.12,106.58,40.37,352.78,136.21,0.0
Feb,44.82,49.79,22.59,44.12,47.29,27.63,59.02,73.73,48.86,70.62,42.3,57.61,60.4
Mar,30.01,44.76,20.65,31.08,52.16,31.11,119.52,34.26,40.44,119.23,45.57,43.76,10.6
Apr,25.31,44.07,35.03,38.2,37.95,53.67,267.86,105.17,50.96,266.55,0.75,55.71,51.8
May,25.34,28.62,0.0,23.28,28.66,7.45,21.63,31.99,13.68,21.17,31.25,16.37,20.8
Jun,37.67,58.45,70.76,38.6,63.79,79.17,99.73,74.0,120.16,99.48,73.85,122.12,146.6
Jul,167.77,199.74,82.09,163.45,184.57,87.36,188.69,163.18,88.93,188.02,99.76,115.93,141.4
Aug,176.27,201.83,173.96,183.85,156.68,182.27,156.21,140.35,186.63,155.57,145.72,187.12,137.2
Sep,63.9,87.51,26.55,63.86,94.37,40.69,48.9,126.64,49.55,48.99,76.29,84.36,68.2
Oct,7.46,14.38,0.0,8.26,11.38,0.0,0.0,11.07,0.0,0.0,10.95,0.0,3.4
Nov,1.05,8.96,13.24,0.84,9.04,3.77,21.55,27.1,10.3,20.72,27.25,8.79,53.4
Dec,31.04,26.8,2.63,30.69,27.36,36.62,71.22,30.61,24.71,71.3,31.46,30.61,18.2
