Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.96,16.05,0.0,24.61,0.0,17.53,13.45,64.58,7.41,12.4
Feb,12.14,14.59,0.63,27.37,10.43,17.83,16.16,0.0,13.97,8.6
Mar,24.41,3.13,6.01,25.87,14.98,20.73,12.43,17.28,3.29,3.5
Apr,5.65,7.03,2.49,19.32,16.8,14.77,16.02,18.16,18.0,13.5
May,10.24,11.0,8.94,4.0,8.43,10.71,7.58,7.59,12.94,5.6
Jun,37.34,43.75,12.67,87.0,68.89,19.25,93.6,69.61,42.52,75.5
Jul,128.6,153.75,81.49,196.61,117.5,76.95,110.81,90.4,116.49,132.4
Aug,162.28,168.55,71.11,81.53,105.64,95.2,88.77,105.43,97.11,94.4
Sep,128.73,153.14,19.82,90.27,87.6,71.4,93.0,99.58,70.49,315.0
Oct,13.14,21.84,0.0,2.43,12.67,21.82,0.0,75.82,6.31,0.9
Nov,0.43,6.56,0.0,8.09,41.19,6.91,10.2,49.37,15.86,0.1
Dec,7.63,12.66,0.0,12.93,14.38,0.0,19.3,26.52,9.19,1.3
