Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,21.6,18.3,6.04,9.28,10.06,9.9,9.07,11.22,3.8,0.0
Feb,8.9,12.28,0.0,0.78,9.92,0.0,2.97,1.28,8.38,1.4
Mar,0.85,0.83,0.0,2.64,0.0,0.0,0.04,0.0,6.51,0.0
Apr,1.92,3.98,7.49,35.61,36.22,24.24,37.89,30.23,17.3,38.7
May,7.89,12.05,0.0,14.38,25.57,0.0,25.22,29.03,24.36,39.6
Jun,58.3,62.24,61.89,62.4,72.08,16.79,76.67,77.66,55.96,43.3
Jul,159.16,185.41,124.57,192.71,166.35,157.58,191.52,246.43,187.76,170.6
Aug,168.83,266.23,95.06,284.6,230.53,207.42,253.72,231.04,214.96,216.3
Sep,177.18,187.78,68.24,181.76,143.22,144.08,118.61,138.75,146.79,77.3
Oct,27.05,34.58,0.0,0.0,15.06,18.93,3.17,11.53,25.01,0.0
Nov,0.24,8.85,0.0,0.0,2.39,5.88,0.25,2.51,0.0,0.0
Dec,1.32,3.58,0.0,1.1,2.86,9.58,1.2,11.65,1.41,0.0
