Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.22,20.35,0.0,10.38,16.84,4.96,32.46,22.87,16.65,27.68,12.03,27.36,0.0
Feb,9.7,13.08,0.0,10.11,12.98,0.0,33.61,20.21,0.81,31.29,0.0,16.08,4.6
Mar,4.72,11.16,0.18,5.81,12.5,0.0,11.42,0.0,5.76,6.76,0.0,2.47,0.0
Apr,1.53,5.21,0.0,5.32,19.03,9.71,10.41,46.91,0.0,11.26,50.94,20.77,11.7
May,16.36,6.3,10.14,12.52,7.72,12.13,60.13,14.78,3.39,50.55,10.59,14.84,64.3
Jun,66.2,94.77,21.15,62.95,96.95,40.65,40.83,95.52,30.84,40.53,73.49,61.34,44.9
Jul,326.47,317.11,0.0,326.88,319.43,0.0,140.11,217.7,208.07,144.22,508.96,201.48,302.7
Aug,255.67,303.34,0.0,268.06,279.21,0.0,175.97,238.45,151.21,179.34,260.89,152.0,273.8
Sep,116.51,149.72,49.12,115.51,90.04,71.39,57.82,80.44,57.88,68.87,102.51,52.96,151.3
Oct,6.1,25.66,0.01,9.48,19.84,14.5,99.51,57.09,21.15,90.16,49.02,47.77,0.0
Nov,1.42,10.86,0.64,0.34,7.37,0.0,0.24,0.0,0.61,0.14,0.0,0.0,0.0
Dec,2.2,7.65,0.0,2.66,6.82,10.97,1.42,4.76,0.0,0.43,1.38,0.0,0.0
