Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.01,76.4,3.17,84.7,0.0,40.17,0.0,0.0,26.88,1.1
Feb,154.99,81.56,6.17,52.48,84.9,41.31,53.17,82.38,42.25,59.9
Mar,63.56,125.52,0.0,64.2,66.55,82.65,63.77,39.05,76.11,28.3
Apr,129.39,106.8,12.09,169.34,123.17,54.85,132.18,143.15,71.47,80.2
May,65.11,81.19,17.49,102.92,46.01,25.62,34.0,37.5,36.62,30.8
Jun,29.85,74.03,7.28,0.0,61.02,14.75,73.79,61.02,35.35,60.0
Jul,141.76,177.57,34.77,19.3,74.45,39.52,52.11,80.38,45.28,75.4
Aug,27.99,163.62,34.95,30.0,49.39,31.3,32.95,30.73,35.4,40.9
Sep,22.37,110.57,26.96,54.79,98.22,55.97,47.75,92.38,63.49,27.4
Oct,35.25,42.17,0.0,77.0,45.06,31.89,31.3,43.52,20.76,6.3
Nov,4.64,25.62,0.0,25.9,29.23,16.97,32.31,27.72,16.3,119.3
Dec,10.71,33.78,2.3,41.74,24.52,0.0,33.21,22.51,16.2,2.1
