Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.05,18.17,15.18,3.36,0.0,8.08,6.18,1.3,12.08,1.0
Feb,8.3,5.5,13.47,20.96,9.74,15.95,0.0,12.1,18.72,2.3
Mar,0.44,0.0,0.0,7.29,0.0,0.0,2.49,0.0,0.0,0.0
Apr,0.15,1.0,0.0,6.1,6.42,2.29,6.32,6.69,4.38,8.3
May,2.14,3.24,10.18,0.6,15.61,5.4,5.12,16.01,0.46,16.7
Jun,20.29,31.91,37.9,10.3,59.77,29.21,9.85,60.47,38.05,34.6
Jul,120.31,152.28,95.73,150.55,169.72,140.12,174.85,188.19,159.35,411.3
Aug,194.46,247.31,129.58,276.03,206.47,173.27,192.72,256.95,191.15,228.0
Sep,123.89,138.76,46.72,42.1,96.09,81.25,120.02,125.12,77.74,129.1
Oct,0.0,9.24,22.71,9.03,25.26,15.77,3.93,24.98,31.6,0.0
Nov,0.48,10.53,16.56,2.88,7.81,4.44,4.75,9.29,8.72,0.0
Dec,0.59,7.92,9.76,0.03,7.29,4.38,31.84,28.5,0.36,0.0
