Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,19.55,19.79,6.13,12.95,12.76,10.41,10.39,18.9,14.37,0.0
Feb,9.11,15.01,9.8,2.75,10.1,7.43,0.0,8.86,0.0,3.3
Mar,10.54,0.0,0.0,0.92,4.31,7.2,2.85,4.75,0.39,0.0
Apr,13.74,2.8,13.78,15.8,22.39,0.0,11.96,19.98,0.0,2.1
May,8.1,0.0,0.31,16.5,8.78,2.49,11.31,8.85,0.0,26.7
Jun,39.56,20.86,58.68,66.57,72.04,40.97,63.32,75.25,37.85,75.8
Jul,236.32,205.55,96.95,303.1,254.26,220.32,225.19,289.06,249.29,221.2
Aug,233.16,253.47,104.21,230.21,200.76,187.2,208.53,247.55,207.49,417.3
Sep,205.23,118.98,65.82,243.67,146.53,128.01,120.62,249.33,134.93,207.4
Oct,0.0,38.23,37.17,19.3,19.4,25.58,13.2,19.0,26.01,3.7
Nov,6.3,9.39,0.52,0.0,4.1,0.0,0.0,3.77,0.0,0.6
Dec,1.8,5.38,6.36,1.97,6.31,22.85,4.32,20.57,0.0,1.0
