Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.01,14.46,0.0,0.0,0.0,16.87,0.0,0.0,6.02,0.0
Feb,11.6,19.71,12.89,5.9,0.0,20.44,2.01,8.82,5.79,1.8
Mar,11.44,19.4,1.81,16.55,0.05,15.57,0.0,0.0,2.94,2.9
Apr,73.6,60.33,29.93,44.73,73.37,27.11,72.05,73.97,14.91,171.1
May,61.64,75.4,54.1,0.0,178.62,85.96,94.55,187.14,92.95,88.9
Jun,180.99,206.62,88.26,179.1,146.78,95.03,177.17,146.05,123.97,173.5
Jul,245.82,263.15,82.25,334.3,433.64,320.56,338.44,476.94,337.44,419.8
Aug,307.03,337.81,94.26,352.55,334.69,304.5,295.18,417.07,313.24,395.7
Sep,376.01,270.42,66.82,280.18,233.54,212.4,271.73,194.22,216.94,214.6
Oct,107.9,115.03,46.94,49.83,17.38,100.9,38.79,59.37,105.66,62.7
Nov,2.98,10.71,23.22,14.0,10.56,4.39,2.66,2.87,15.17,5.5
Dec,60.81,11.03,0.0,0.0,9.18,10.38,5.99,42.63,5.01,65.0
