Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.13,1.07,0.0,0.54,1.56,10.57,0.75,3.51,0.0,0.31,3.52,9.69,0.0
Feb,0.1,0.61,0.49,0.11,0.51,0.0,0.0,2.4,7.69,0.0,1.92,0.0,0.0
Mar,0.94,2.77,0.0,0.77,2.92,13.3,2.9,5.66,8.69,2.71,3.95,0.0,0.2
Apr,0.33,2.06,0.57,0.33,2.58,11.77,0.82,8.28,0.0,0.67,6.98,0.0,0.0
May,3.4,6.31,4.12,3.48,7.55,0.0,0.21,7.68,10.46,0.0,6.15,1.39,0.0
Jun,89.74,114.2,100.3,89.76,116.87,105.79,166.56,91.23,92.74,160.1,49.0,94.54,142.6
Jul,238.83,252.84,206.82,231.64,218.68,209.97,231.15,264.65,0.0,231.35,346.33,0.0,177.3
Aug,190.06,192.05,182.0,194.0,196.52,184.03,322.01,183.22,184.62,281.11,210.85,186.51,221.0
Sep,152.85,161.77,106.97,154.37,181.22,112.5,223.42,199.91,153.95,221.45,222.76,156.75,140.1
Oct,13.59,26.83,2.14,19.64,32.33,12.84,110.24,82.09,26.55,110.12,80.87,51.19,3.2
Nov,0.96,14.64,0.39,1.13,18.59,2.35,0.23,1.42,11.62,0.0,3.32,0.0,0.0
Dec,0.87,2.85,0.0,0.37,3.69,0.0,1.02,1.42,0.8,1.7,2.51,2.53,0.0
