Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,2.52,0.42,0.1,0.51,0.0,0.34,1.7,3.03,0.28,1.08,0.0,0.0
Feb,0.1,0.44,0.0,0.52,1.51,12.99,0.62,1.22,10.34,0.49,1.63,0.0,0.3
Mar,0.45,4.71,3.66,3.58,9.98,0.0,4.51,9.98,1.82,4.59,43.32,4.82,39.2
Apr,37.5,38.65,6.79,39.63,30.09,13.6,42.74,36.22,18.58,42.82,33.57,27.27,23.7
May,80.25,99.59,56.12,80.34,80.95,68.48,57.0,63.39,76.35,58.43,78.97,78.15,183.6
Jun,79.27,377.78,228291352985600.0,77.69,257.84,0.0,44.56,104.4,56.47,105.4,34.42,86.35,113.5
Jul,146.11,362.86,0.0,143.94,309.33,0.0,135.76,84.69,95.25,112.71,98.07,95.13,103.6
Aug,75.2,272.66,0.0,74.48,216.61,0.0,79.6,104.22,85.46,81.12,102.45,72.29,97.0
Sep,177.97,191.9,149.0,194.57,189.72,155.67,119.87,27.09,124.23,126.67,97.21,118.85,68.2
Oct,115.61,125.57,73.51,122.41,125.17,85.04,52.94,104.11,82.24,111.36,114.04,85.33,51.2
Nov,29.0,40.15,2.16,30.77,41.71,13.1,9.02,18.78,15.64,9.48,79.84,21.95,23.3
Dec,0.6,9.36,0.0,0.32,7.87,0.0,3.55,6.27,11.84,4.65,15.83,2.34,10.0
