Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.75,2.59,8.3,1.32,3.31,0.0,0.08,11.55,0.88,8.9
Feb,0.1,3.07,11.65,2.07,1.75,7.24,0.0,1.4,11.1,0.0
Mar,0.12,3.12,0.0,6.54,13.21,0.21,3.31,15.01,1.09,17.6
Apr,56.03,11.46,36.58,42.56,25.55,20.65,5.31,18.19,38.08,2.3
May,94.88,115.27,64.4,114.1,102.63,62.26,124.17,114.35,92.58,146.8
Jun,86.15,83.1,37.52,141.3,104.58,77.36,93.26,105.43,76.38,141.3
Jul,96.15,93.8,25.51,127.65,85.6,76.62,88.98,90.72,73.63,226.6
Aug,69.68,96.4,32.8,49.99,126.9,121.67,139.45,132.47,121.52,32.3
Sep,76.28,152.43,47.49,243.64,197.08,181.32,226.55,248.92,179.49,48.8
Oct,181.11,164.72,25.13,90.77,119.07,88.75,77.23,84.51,86.67,51.6
Nov,38.93,52.99,0.75,0.0,49.94,63.0,29.9,32.05,67.03,9.1
Dec,2.89,10.44,6.38,0.0,6.26,6.34,12.09,4.44,12.6,68.7
