Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.97,9.94,9.55,10.48,3.76,7.41,4.14,11.72,0.0,0.0
Feb,14.02,17.39,3.03,13.12,11.77,0.0,16.75,14.34,3.45,18.5
Mar,11.6,18.34,0.0,17.86,18.6,0.0,0.0,19.92,20.11,1.3
Apr,7.2,14.04,1.18,3.7,7.67,0.0,4.52,9.15,0.0,14.4
May,5.25,9.53,7.33,103.67,15.43,6.05,11.81,15.44,5.8,36.4
Jun,176.63,197.66,67.86,131.03,167.63,87.94,135.27,178.67,126.04,242.0
Jul,384.24,371.39,103.85,236.3,320.78,302.39,347.49,353.45,318.22,397.2
Aug,301.39,338.35,102.54,184.21,244.32,231.38,271.09,159.41,235.89,224.7
Sep,221.81,252.85,68.91,107.1,148.88,145.89,145.6,214.01,144.8,111.3
Oct,37.75,48.92,0.0,13.1,26.44,20.89,23.71,34.28,40.98,0.0
Nov,4.53,17.21,0.0,16.91,39.85,12.74,0.0,37.96,31.51,0.0
Dec,3.45,5.18,0.0,0.0,1.66,9.66,0.0,0.61,10.8,12.6
