Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,1.98,0.0,0.0,0.0,3.8,0.0,0.0,1.6,0.0
Feb,0.12,2.59,3.56,0.09,0.0,10.25,0.0,2.8,0.0,2.8
Mar,14.49,7.26,0.0,4.35,3.06,0.0,5.57,8.74,1.44,27.0
Apr,107.32,43.29,4.02,18.42,47.29,44.85,31.98,38.56,45.79,48.3
May,123.16,113.83,58.23,228.25,94.62,83.61,101.49,137.11,92.03,241.8
Jun,81.2,186.77,85.01,36.7,52.44,45.31,46.87,52.96,48.56,71.6
Jul,52.64,180.65,92.38,94.33,61.33,55.42,49.77,56.65,50.35,23.4
Aug,158.92,170.07,98.3,42.0,80.21,92.21,89.12,152.52,84.74,31.9
Sep,124.74,149.11,49.05,99.59,117.71,134.51,97.32,154.02,136.55,172.7
Oct,199.57,142.27,38.11,97.8,88.57,78.24,98.14,113.37,84.57,130.4
Nov,58.08,69.29,28.22,43.9,47.58,61.55,28.12,47.24,59.67,16.6
Dec,4.0,18.65,0.0,26.19,20.11,5.24,24.91,21.9,15.57,3.5
