Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.7,0.0,0.1,2.59,5.42,0.0,5.97,12.53,0.0,5.21,3.59,0.0
Feb,0.1,2.41,0.01,0.1,0.74,8.09,0.11,2.76,7.16,0.09,3.03,0.0,0.0
Mar,0.1,1.95,0.0,0.1,0.83,0.0,0.0,0.71,0.0,0.0,0.0,7.28,0.0
Apr,0.1,0.97,0.0,0.1,3.93,0.0,0.0,5.18,0.0,3.61,13.75,2.71,0.0
May,0.93,4.1,1.43,2.3,6.22,0.0,1.82,3.15,9.47,5.1,8.03,7.94,0.0
Jun,139.66,114.48,61.35,136.63,126.47,77.78,74.13,50.28,35.84,75.68,66.77,44.19,53.0
Jul,199.43,255.35,311.62,212.56,247.41,302.21,137.57,281.58,0.0,145.11,268.48,0.0,482.2
Aug,112.59,166.83,125.26,124.51,160.82,130.07,263.43,283.81,152.68,165.76,317.24,161.83,253.9
Sep,99.57,137.6,32.77,100.01,137.17,57.93,77.38,118.1,77.16,80.4,61.65,94.12,38.2
Oct,2.6,13.31,0.0,2.14,14.92,10.55,2.03,17.9,3.58,2.09,10.17,13.38,0.0
Nov,0.31,10.39,0.81,0.26,10.39,11.39,0.0,0.0,0.0,0.0,0.0,3.45,0.0
Dec,0.12,1.01,1.07,0.1,1.02,0.0,0.21,0.0,0.0,0.13,0.0,1.1,0.0
