Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.99,14.07,0.0,0.0,20.26,17.7,0.0,23.5,9.84,6.6
Feb,8.63,7.78,0.0,6.28,5.71,10.66,6.27,7.32,12.12,2.4
Mar,12.08,1.84,12.42,14.23,15.71,9.83,7.28,15.93,1.0,0.2
Apr,0.99,1.52,0.0,15.53,11.87,10.42,4.16,11.41,23.76,7.5
May,1.77,6.06,12.77,0.0,11.24,0.0,0.0,11.0,6.89,16.5
Jun,15.77,19.55,28.81,51.38,50.82,1.35,40.7,36.26,24.15,37.3
Jul,105.67,108.94,50.5,152.97,118.47,101.73,144.8,116.58,101.97,128.3
Aug,83.82,79.46,41.27,139.22,105.28,83.6,84.15,83.45,99.57,81.0
Sep,119.32,120.06,12.31,169.56,133.41,99.39,50.71,112.79,111.76,155.5
Oct,2.54,11.27,19.05,3.5,14.88,26.02,3.95,34.82,11.52,0.0
Nov,0.8,5.29,9.81,0.0,9.12,0.0,6.52,11.76,11.24,0.5
Dec,1.39,5.38,14.25,0.0,3.89,16.42,0.0,6.67,1.2,0.5
