Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.09,8.12,12.1,0.0,0.0,0.0,0.0,0.0,2.32,0.0
Feb,6.2,4.93,15.31,32.81,0.0,16.83,10.31,0.0,18.7,1.0
Mar,18.14,0.0,9.89,4.82,0.0,12.92,17.1,15.44,22.66,52.0
Apr,110.76,57.68,54.66,246.89,69.49,65.06,81.09,0.0,79.59,62.0
May,275.68,130.38,83.39,95.69,116.03,134.52,99.85,201.74,132.91,161.0
Jun,116.09,118.84,143.06,71.1,88.95,88.84,71.01,87.56,89.77,
Jul,64.1,194.49,117.17,112.9,103.4,181.3,160.65,104.79,182.58,
Aug,285.26,95.4,109.06,126.59,0.0,118.96,73.83,0.0,122.58,
Sep,142.89,114.15,87.28,119.1,142.9,126.03,118.98,156.19,123.59,
Oct,89.1,116.47,26.9,76.0,34.63,67.56,41.76,31.0,70.2,32.0
Nov,9.46,33.5,10.29,12.55,106.26,45.81,30.78,82.63,47.7,0.0
Dec,4.0,4.43,0.0,1.49,0.0,6.82,2.5,0.0,7.87,0.0
