Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.25,7.27,4.96,3.31,7.1,10.79,10.27,2.56,0.0,6.03,1.23,0.0,0.0
Feb,1.68,3.99,0.0,1.5,3.41,0.0,3.92,10.5,0.0,6.53,10.58,10.12,0.0
Mar,1.62,4.97,1.99,3.65,5.2,7.61,3.16,32.69,5.21,3.41,15.84,29.75,0.0
Apr,0.72,2.3,0.0,1.09,2.19,15.51,0.0,0.87,5.83,0.0,1.69,0.0,0.0
May,6.53,8.05,3.39,6.5,8.18,17.06,3.89,11.23,13.5,3.59,13.53,5.83,3.5
Jun,50.55,67.59,37.37,52.74,67.4,48.86,65.13,63.12,43.44,64.77,63.86,57.97,117.0
Jul,223.47,278.14,124.48,253.99,276.56,141.57,143.21,191.28,153.21,143.12,217.06,146.84,241.3
Aug,272.86,248.67,138.03,268.99,261.0,137.38,340.9,342.25,166.92,334.54,435.58,170.91,209.5
Sep,104.58,117.72,33.8,116.67,120.11,47.65,51.31,54.9,59.57,53.73,50.88,54.27,227.9
Oct,7.41,15.47,0.41,7.01,14.73,0.0,61.61,40.41,21.01,60.22,60.1,12.63,0.0
Nov,1.26,10.92,0.0,3.36,14.9,5.8,0.0,0.83,8.0,0.0,2.16,0.0,0.0
Dec,0.84,3.37,0.0,1.23,3.45,12.57,1.41,4.73,10.08,4.15,4.73,0.0,0.0
