Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.96,5.92,6.23,4.54,0.0,0.0,39.27,0.0,4.53,0.0
Feb,1.75,4.79,22.72,0.0,0.19,0.0,0.0,0.88,0.0,0.0
Mar,6.19,9.33,0.0,0.0,0.0,14.39,2.56,0.0,9.35,0.0
Apr,55.65,63.19,30.96,35.9,52.12,37.14,52.96,77.08,33.04,126.4
May,53.36,62.63,2.83,57.55,45.95,29.8,45.49,46.0,46.25,49.7
Jun,147.41,293.82,71.41,299.64,279.97,216.89,228.72,283.74,228.01,162.1
Jul,376.36,433.93,110.42,422.6,396.42,365.41,422.33,381.91,375.75,320.8
Aug,333.31,496.53,88.81,500.03,356.56,356.85,343.26,300.81,358.42,487.5
Sep,17.22,405.05,82.69,260.22,253.86,243.32,297.97,318.27,247.91,278.4
Oct,85.25,115.4,9.69,77.96,89.21,86.01,81.46,88.34,89.63,3.0
Nov,16.99,23.29,0.0,2.08,1.98,13.13,0.0,4.42,0.84,0.0
Dec,0.16,2.22,14.31,12.01,17.35,0.0,21.92,17.35,11.82,32.2
