Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.75,12.86,0.0,8.22,13.03,0.0,10000,10000,10000,10000,10000,10000,9.52
Feb,11.72,28.68,1.02,13.81,21.68,24.02,10000,10000,10000,10000,10000,10000,59.22
Mar,20.34,35.98,2.15,13.11,2.33,0.0,10000,10000,10000,10000,10000,10000,4.54
Apr,57.45,61.71,0.68,50.8,45.23,5.62,10000,10000,10000,10000,10000,10000,19.22
May,85.18,97.61,71.27,78.73,106.5,76.82,10000,10000,10000,10000,10000,10000,95.05
Jun,251.91,262.89,143.93,242.31,276.62,170.92,10000,10000,10000,10000,10000,10000,181.94
Jul,284.87,302.18,66.55,292.26,304.83,0.0,10000,10000,10000,10000,10000,10000,211.41
Aug,337.18,371.04,0.0,369.21,271.08,0.0,10000,10000,10000,10000,10000,10000,200.86
Sep,258.25,263.66,241.11,254.48,272.37,244.01,10000,10000,10000,10000,10000,10000,160.91
Oct,93.11,137.83,116.23,92.33,150.04,120.4,10000,10000,10000,10000,10000,10000,228.85
Nov,3.63,18.83,2.63,21.58,25.9,9.21,10000,10000,10000,10000,10000,10000,92.56
Dec,1.75,4.48,1.73,0.16,4.29,0.21,10000,10000,10000,10000,10000,10000,29.53
