Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.58,12.6,8.84,8.01,5.0,3.91,0.06,9.08,7.61,0.0
Feb,23.15,24.21,0.0,0.0,5.41,7.5,0.85,0.0,4.46,0.0
Mar,23.59,35.41,8.73,5.9,19.32,9.87,2.47,14.25,16.45,0.0
Apr,27.38,49.18,0.0,16.9,15.22,23.16,6.57,35.77,24.03,19.0
May,117.51,115.7,42.84,57.76,76.57,88.37,71.39,103.21,92.4,66.3
Jun,231.24,228.51,68.43,182.23,136.41,108.65,141.41,203.44,112.24,249.5
Jul,315.27,301.33,104.37,284.83,303.0,296.53,314.41,284.6,305.99,410.6
Aug,350.9,315.37,86.88,241.23,301.05,227.2,254.31,278.56,235.09,250.8
Sep,326.23,268.46,90.43,267.93,182.37,192.88,164.34,183.89,196.91,662.2
Oct,198.4,238.98,47.13,63.9,123.61,203.71,160.3,122.85,212.41,225.7
Nov,34.27,48.15,1.71,190.05,61.47,40.63,44.68,13.59,46.24,0.0
Dec,21.1,12.06,0.0,0.0,0.0,10.98,0.6,16.15,7.76,2.0
