Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,27.3,18.96,7.34,3.02,10.55,7.55,19.42,19.18,16.03,0.0
Feb,5.64,9.67,10.73,10.14,12.5,2.51,9.49,11.24,12.18,0.0
Mar,1.15,0.93,0.0,0.0,5.52,0.0,0.0,5.85,12.5,0.0
Apr,2.36,3.74,0.0,3.74,12.08,0.0,9.78,11.04,0.0,0.0
May,7.01,10.94,25.79,16.26,28.25,18.57,21.13,27.6,16.26,8.0
Jun,42.18,47.58,65.31,57.21,115.25,60.81,54.47,113.06,78.92,26.2
Jul,203.77,208.64,106.42,247.8,211.31,191.79,202.03,206.22,197.17,275.3
Aug,280.94,273.92,98.79,83.82,189.06,175.67,220.55,174.32,175.42,300.8
Sep,203.26,209.53,64.54,155.78,132.94,109.95,139.16,134.84,121.58,131.6
Oct,19.88,47.03,22.32,11.95,25.19,49.02,29.45,37.47,37.14,0.0
Nov,0.13,4.25,1.79,1.82,5.8,12.51,4.47,5.82,0.0,0.0
Dec,1.03,5.52,4.56,0.61,0.61,4.24,2.32,5.7,0.0,0.0
