Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.76,9.38,6.3,0.0,6.24,0.0,0.0,0.0,7.38,8.8
Feb,5.12,6.77,0.0,11.13,8.15,0.0,9.84,14.55,12.66,0.0
Mar,11.64,0.0,5.28,0.0,0.0,0.0,0.0,0.0,14.68,0.8
Apr,0.54,1.47,17.01,0.0,8.4,13.36,10.14,11.13,0.0,6.6
May,5.23,7.63,0.0,0.0,2.41,0.0,0.0,1.23,0.0,1.1
Jun,20.8,23.18,24.1,73.82,70.16,31.11,82.83,72.0,37.07,48.0
Jul,75.33,79.6,62.36,91.02,76.0,54.39,82.38,72.9,41.74,82.4
Aug,58.61,56.43,49.81,74.97,54.88,48.34,61.92,62.38,46.21,42.8
Sep,52.72,69.62,36.8,47.27,66.12,27.9,45.97,75.07,39.49,34.0
Oct,2.21,9.25,13.08,2.73,29.48,4.8,4.48,74.54,13.05,0.0
Nov,0.0,2.39,0.0,0.0,7.32,15.72,0.0,13.51,0.16,0.0
Dec,1.82,5.34,3.99,2.92,2.92,19.88,0.0,4.99,7.34,0.2
