Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.86,0.0,0.1,1.8,0.0,0.07,10.99,15.97,0.43,4.71,2.44,0.0
Feb,0.1,1.01,0.0,0.1,0.39,15.77,0.1,0.71,0.0,0.0,0.0,0.0,0.0
Mar,0.1,0.95,0.0,0.1,2.13,13.5,0.0,0.0,8.64,0.0,2.06,6.52,0.0
Apr,0.11,0.99,0.96,0.1,1.1,16.02,0.0,0.98,10.31,0.91,1.32,8.26,0.0
May,0.32,5.16,0.0,1.23,10.01,12.31,0.3,5.73,4.93,0.78,9.96,8.41,0.0
Jun,167.43,151.82,62.98,161.15,161.88,82.75,63.88,46.91,47.81,64.5,77.36,49.43,74.2
Jul,360.02,365.09,107427624.0,314.78,326.18,0.0,235.15,213.17,266.6,231.36,103.92,259.64,283.6
Aug,242.01,241.17,89.18,230.34,233.15,99.9,155.75,204.42,134.42,158.62,185.89,132.9,138.4
Sep,162.07,173.22,25.03,162.97,173.22,41.97,216.35,132.56,94.14,216.35,54.07,91.54,42.3
Oct,8.43,20.29,0.0,8.77,20.22,0.0,7.9,6.86,0.73,7.77,0.0,24.05,0.0
Nov,0.6,12.81,0.0,0.62,13.98,0.0,0.0,0.23,0.0,0.0,3.43,0.0,0.0
Dec,0.0,0.98,1.07,0.1,0.87,0.0,0.01,0.0,1.44,0.0,0.0,12.09,0.0
