State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
orissa,bargarh,102,102,102,102,102,102,102,102,102,102,102,102,102
orissa,baudh,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,bhadrak,102,102,102,102,102,102,102,102,102,102,102,102,102
orissa,cuttack,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,deogarh,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,dhenkanal,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,gajapati,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,ganjam,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,jagatsinghpur,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,jajpur,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,jharsuguda,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,kalahandi,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,kandhamal,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,kendrapara,109,107,107,107,107,107,107,107,107,107,107,107,107
orissa,kendujhar,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,khordha,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,koraput,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,malkangiri,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,mayurbhanj,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,nabarangapur,109,107,107,107,107,107,107,107,107,107,107,107,107
orissa,nayagarh,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,nuapada,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,puri,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,rayagada,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,sambalpur,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,sonepur,109,109,109,109,109,109,109,109,109,109,109,109,109
orissa,sundargarh,109,109,109,109,109,109,109,109,109,109,109,109,109
pondicherry,karaikal,102,102,102,102,102,102,102,102,102,102,102,102,102
pondicherry,mahe,1,0,0,0,0,0,0,0,0,0,0,0,0
pondicherry,pondicherry,109,109,109,109,109,109,109,109,109,109,109,109,109
pondicherry,yanam,102,102,102,102,102,102,102,102,102,102,102,102,102
punjab,amritsar,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,bhatinda,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,faridkot,109,107,107,107,107,107,108,109,109,108,107,107,109
punjab,fatehgarh sahib,109,109,109,109,109,109,108,108,108,107,108,108,109
punjab,firozpur,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,gurdaspur,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,hoshiarpur,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,jalandhar,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,kapurthala,109,107,107,107,108,108,107,109,109,109,109,109,109
punjab,ludhiana,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,mansa,102,102,102,102,102,102,102,102,102,102,102,102,102
punjab,moga,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,muktsar,109,108,109,109,109,109,109,109,109,108,109,109,109
punjab,nawanshahr,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,patiala,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,rupnagar,109,109,109,109,109,109,109,109,109,109,109,109,109
punjab,sangrur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,ajmer,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,alwar,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,banswara,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,baran,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,barmer,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,bharatpur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,bhilwara,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,bikaner,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,bundi,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,chittorgarh,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,churu,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,dausa,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,dholpur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,dungarpur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,hanumangarh,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,jaipur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,jaisalmer,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,jalore,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,jhalawar,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,jhunjhunu,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,jodhpur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,karauli,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,kota,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,nagaur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,pali,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,rajsamand,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,sawaimadhopur,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,sikar,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,sirohi,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,sri ganganagar,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,tonk,109,109,109,109,109,109,109,109,109,109,109,109,109
rajasthan,udaipur,109,109,109,109,109,109,109,109,109,109,109,109,109
sikkim,east sikkim,102,102,102,102,102,102,102,102,102,102,102,102,102
sikkim,north sikkim,102,102,102,102,102,102,102,102,102,102,102,102,102
sikkim,sikkim,109,109,109,109,109,109,109,109,109,109,109,109,109
sikkim,south sikkim,102,102,102,102,102,102,102,102,102,102,102,102,102
sikkim,west sikkim,102,102,102,102,102,102,102,102,102,102,102,102,102
tamil nadu,ariyalur,102,102,102,102,102,102,102,102,102,102,102,102,102
tamil nadu,chennai,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,coimbatore,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,cuddalore,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,dharmapuri,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,dindigul,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,erode,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,kanchipuram,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,kanyakumari,8,7,7,7,7,7,7,7,7,7,7,7,7
tamil nadu,karur,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,krishnagiri,7,5,5,5,5,5,6,6,6,6,6,6,6
tamil nadu,madurai,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,nagapattinam,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,namakkal,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,perambulur,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,pudukkottai,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,ramanathapuram,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,salem,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,sivaganga,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,thanjavur,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,the nilgiris,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,theni,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,thiruvallur,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,thiruvarur,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,thoothukkudi,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,tiruchirapalli,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,tirunelveli,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,tiruvannamalai,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,vellore,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,viluppuram,109,109,109,109,109,109,109,109,109,109,109,109,109
tamil nadu,virudhunagar,109,109,109,109,109,109,109,109,109,109,109,109,109
tripura,dhalai,102,102,102,102,102,102,102,102,102,102,102,102,102
tripura,north tripura,109,109,109,109,109,109,109,109,109,109,109,109,109
tripura,south tripura,109,108,109,109,109,109,109,109,109,109,109,109,109
tripura,west tripura,109,108,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,agra,109,109,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,aligarh,109,108,108,108,108,108,109,109,109,109,109,107,108
uttar pradesh,allahabad,109,109,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,ambedkar nagar,109,108,108,109,108,108,109,109,109,109,109,109,109
uttar pradesh,auraiya,109,105,105,106,105,105,108,109,109,109,109,105,104
uttar pradesh,azamgarh,109,107,107,107,107,108,109,109,109,109,109,107,107
uttar pradesh,badaun,116,115,113,113,114,116,116,116,116,116,116,115,113
uttar pradesh,baghpat,109,109,109,108,108,109,109,109,109,109,109,108,106
uttar pradesh,bahraich,109,108,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,ballia,109,107,107,107,107,107,109,109,109,109,109,107,107
uttar pradesh,balrampur,109,107,107,107,107,107,109,109,109,109,109,107,107
uttar pradesh,banda,109,108,108,108,108,109,109,109,109,109,109,109,109
uttar pradesh,barabanki,109,107,108,108,108,108,109,109,109,109,109,108,107
uttar pradesh,basti,109,103,105,105,104,105,109,109,109,109,109,104,104
uttar pradesh,bijnor,109,109,109,109,109,109,109,109,109,109,109,109,108
uttar pradesh,budaun,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,bulandshahar,109,106,106,107,107,108,109,109,109,109,109,106,106
uttar pradesh,chandauli,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,chitrakoot,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,deoria,109,107,107,107,107,107,109,109,109,109,109,106,106
uttar pradesh,etah,109,108,108,108,109,109,109,109,109,109,109,108,108
uttar pradesh,etawah,109,109,109,108,108,109,109,109,109,109,109,108,109
uttar pradesh,faizabad,109,108,108,108,107,108,109,109,109,109,109,108,109
uttar pradesh,farrukhabad,109,108,108,108,109,109,109,109,109,109,109,108,108
uttar pradesh,fatehpur,109,107,107,107,107,107,109,109,109,109,109,108,107
uttar pradesh,firozabad,109,107,107,107,107,107,108,109,109,109,109,107,107
uttar pradesh,gautam buddha nagar,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,ghaziabad,109,107,107,106,107,107,109,109,109,109,109,108,108
uttar pradesh,ghazipur,109,108,108,108,109,109,109,109,109,109,109,108,108
uttar pradesh,gonda,109,107,107,107,107,107,109,109,109,109,109,106,107
uttar pradesh,gorakhpur,109,109,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,hamirpur,109,108,108,109,109,109,109,109,109,109,109,109,109
uttar pradesh,hardoi,109,108,108,109,109,109,109,109,109,109,109,108,109
uttar pradesh,hathras,109,107,107,107,106,107,108,109,109,109,108,108,106
uttar pradesh,jalaun,109,108,108,108,108,108,109,109,109,109,109,108,108
uttar pradesh,jaunpur,109,106,106,106,107,107,109,109,109,109,109,107,106
uttar pradesh,jhansi,109,109,109,108,109,109,109,109,109,109,109,109,109
uttar pradesh,jyotiba phule nagar,109,108,108,108,108,108,109,109,109,109,109,109,109
uttar pradesh,kannauj,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,kanpur city,7,7,7,7,7,7,7,7,7,7,7,6,7
uttar pradesh,kanpur dehat,109,104,104,104,104,105,109,109,109,109,109,106,105
uttar pradesh,kanpur nagar,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,kaushambi,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,kheri,109,108,108,108,108,108,109,109,109,109,109,107,108
uttar pradesh,kushinagar,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,lalitpur,109,106,107,107,106,109,109,109,109,109,109,106,106
uttar pradesh,lucknow,109,109,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,maharajganj,109,107,108,106,107,108,109,109,109,109,108,108,107
uttar pradesh,mahoba,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,mainpuri,109,107,107,105,106,108,107,108,108,109,108,108,108
uttar pradesh,mathura,109,108,108,109,109,109,109,109,109,109,109,109,109
uttar pradesh,mau,109,105,104,103,104,106,108,108,108,109,108,106,105
uttar pradesh,meerut,109,109,109,109,109,109,109,109,109,109,109,108,108
uttar pradesh,mirzapur,109,107,107,107,107,107,109,109,109,109,109,107,107
uttar pradesh,moradabad,109,108,108,109,109,109,109,109,109,109,109,108,108
uttar pradesh,muzaffarnagar,109,108,108,108,108,108,108,109,109,109,109,108,108
uttar pradesh,pilibhit,109,106,108,105,107,108,109,109,109,109,109,107,106
uttar pradesh,pratapgarh,109,108,108,109,108,109,109,109,109,109,109,108,107
uttar pradesh,rae bareli,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,raebareilly,7,6,7,7,7,7,7,7,7,7,7,6,6
uttar pradesh,rampur,109,104,105,105,103,104,108,108,108,108,106,104,104
uttar pradesh,saharanpur,109,107,107,108,107,107,109,109,109,109,108,108,107
uttar pradesh,sahuji maharajnagar,7,5,5,4,5,6,7,7,5,5,6,6,4
uttar pradesh,sant kabir nagar,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,sant ravidas nagar,109,107,107,107,107,107,109,109,109,108,108,106,107
uttar pradesh,shahjahanpur,109,108,108,109,109,109,109,109,109,109,109,108,108
uttar pradesh,shrawasti,102,102,102,102,102,102,102,102,102,102,102,102,102
uttar pradesh,shrawasti nagar,116,107,107,107,106,107,116,116,116,116,116,110,108
uttar pradesh,sitapur,109,108,108,108,108,108,109,109,109,109,109,109,109
uttar pradesh,sonbhadra,109,108,108,108,109,109,109,109,109,109,109,108,108
uttar pradesh,sultanpur,109,109,109,109,109,109,109,109,109,109,109,109,109
uttar pradesh,unnao,109,107,107,106,107,107,108,109,109,109,109,108,108
uttar pradesh,varanasi,109,109,109,109,109,109,109,109,109,109,109,108,109
uttarakhand,almora,109,108,108,107,108,108,109,109,109,109,109,108,108
uttarakhand,bageshwar,102,102,102,102,102,102,102,102,102,102,102,102,102
uttarakhand,chamoli,109,106,107,105,106,106,109,109,109,109,109,108,107
uttarakhand,champawat,109,102,103,103,103,103,109,109,109,109,109,104,104
uttarakhand,dehradun,109,109,109,109,109,109,109,109,109,109,109,109,109
uttarakhand,garhwal,109,107,107,107,107,107,108,109,109,109,109,108,108
uttarakhand,hardwar,109,104,104,105,107,108,109,109,109,109,109,106,105
uttarakhand,nainital,109,108,109,109,109,109,109,109,109,109,109,109,109
uttarakhand,pithoragarh,109,106,104,104,105,105,106,108,108,108,106,106,105
uttarakhand,rudraprayag,109,103,103,103,103,104,109,109,109,109,109,105,105
uttarakhand,tehri garhwal,109,109,109,109,109,109,109,109,109,109,109,109,109
uttarakhand,udham singh nagar,109,107,107,106,106,107,108,109,108,107,109,107,107
uttarakhand,uttarkashi,109,103,103,104,103,104,109,109,109,108,109,105,104
west bengal,bankura,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,birbhum,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,burdwan,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,cooch behar,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,darjeeling,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,hooghly,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,howrah,109,108,108,109,109,109,109,109,109,109,109,109,108
west bengal,jalpaiguri,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,kolkata,102,102,102,102,102,102,102,102,102,102,102,102,102
west bengal,malda,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,midnapore,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,murshidabad,109,109,109,109,109,108,109,109,109,109,109,108,108
west bengal,nadia,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,north 24 parganas,109,109,109,109,109,109,109,109,109,109,109,109,108
west bengal,north dinajpur,109,102,102,102,102,102,109,109,109,109,107,103,104
west bengal,purulia,109,106,106,106,106,106,109,109,109,109,109,109,108
west bengal,south 24 parganas,109,109,109,109,109,109,109,109,109,109,109,109,109
west bengal,south dinajpur,109,108,109,108,109,109,109,109,109,109,109,109,109
