,Predicted,Month
0,14.60103940416742,1
1,12.322191204071743,2
2,16.139416003124417,3
3,11.395459299733776,4
4,11.513213070110055,5
5,30.770676051476414,6
6,129.43504768834114,7
7,74.77643785185114,8
8,32.16567185020951,9
9,4.7428097263254365,10
10,0.7436340347035557,11
11,6.7827072328196305,12
