,Predicted,Month
0,1.6461310395285493,1
1,1.1421271408709224,2
2,2.265837310811643,3
3,4.118467667857015,4
4,6.51485497370707,5
5,33.41153663718402,6
6,70.06100560151091,7
7,71.98406922385342,8
8,5.880437841838873,9
9,0.4725805190477237,10
10,0.15816048169104513,11
11,1.2677194795365399,12
