,Predicted,Month
0,15.105188037636005,1
1,37.04065453782043,2
2,16.86517242570189,3
3,10.746706753404329,4
4,42.59790168286398,5
5,85.62384931998163,6
6,282.5315715848484,7
7,217.8696986573087,8
8,203.08964434061332,9
9,15.861596354624652,10
10,1.4887066080094975,11
11,-0.1416889311303713,12
