,Predicted,Month
0,0.09946557556724445,1
1,0.09984892603811618,2
2,0.10034508558309896,3
3,0.10011241669888614,4
4,0.8000745676804006,5
5,186.16166907070362,6
6,392.4214604964554,7
7,162.54287349004812,8
8,297.1282107286405,9
9,17.376475666705048,10
10,0.21004430113924855,11
11,0.10026128034849124,12
